date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:44	40348/40348	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-9d9c%22	https://backend-codered.eccouncil.org/admin/fonts/dripicons-v2.ttf?cf09c981aeaa8736810133ab1148e4a3	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/dripicons-v2ff07.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:45	99368/99368	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226231ac85-18428%22	https://backend-codered.eccouncil.org/admin/fonts/dripicons-v2.svg?835984438066bd8944a7692e331152a7	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/dripicons-v2e376.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:46	62084/62084	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-f284%22	https://backend-codered.eccouncil.org/admin/fonts/feather.eot?931c9e74d0b20947054bfe6a5b74a838	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/feathereef2.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:46	29500/29500	---M--	200	added ('OK')	font/woff	etag:%226231ac85-733c%22	https://backend-codered.eccouncil.org/admin/fonts/feather.woff?3d2fa2e544004aef2ea641698b715af6	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/feather731c.woff	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:48	61920/61920	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-f1e0%22	https://backend-codered.eccouncil.org/admin/fonts/feather.ttf?6a750f0119ba9c8ab8a994a4796599a6	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/feather7711.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:49	213926/213926	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226231ac85-343a6%22	https://backend-codered.eccouncil.org/admin/fonts/feather.svg?90f969db293a9077b0555139e6c9b20e	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/featherab7b.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:50	125320/125320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-1e988%22	https://backend-codered.eccouncil.org/admin/fonts/fa-brands-400.eot?3186ebd2918491445ea391a4f74e8dd7	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-brands-400f76d.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:51	125320/125320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-1e988%22	https://backend-codered.eccouncil.org/admin/fonts/fa-brands-400.eot?3186ebd2918491445ea391a4f74e8dd7?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-brands-4007e06.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:51	72148/72148	---M--	200	added ('OK')	font/woff2	etag:%226231ac85-119d4%22	https://backend-codered.eccouncil.org/admin/fonts/fa-brands-400.woff2?662c24d02ff1711bd01ec3868df8680b	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-brands-4004163.woff2	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:52	84568/84568	---M--	200	added ('OK')	font/woff	etag:%226231ac85-14a58%22	https://backend-codered.eccouncil.org/admin/fonts/fa-brands-400.woff?c7d7a2a1781e8da1dc85deb1e4f39b84	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-brands-400d0fc.woff	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:53	125016/125016	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-1e858%22	https://backend-codered.eccouncil.org/admin/fonts/fa-brands-400.ttf?a995bae1d3cba3bdcf24071bf09b51c8	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-brands-400de30.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:55	660056/660056	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226231ac85-a1258%22	https://backend-codered.eccouncil.org/admin/fonts/fa-brands-400.svg?e4fed0a589f7130c6ef834a029854646	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-brands-4003833.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:56	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-8654%22	https://backend-codered.eccouncil.org/admin/fonts/fa-regular-400.eot?80efa56be5eaebd06ea34f1adbad071c	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-regular-4009724.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:04:57	34388/34388	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-8654%22	https://backend-codered.eccouncil.org/admin/fonts/fa-regular-400.eot?80efa56be5eaebd06ea34f1adbad071c?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-regular-400f1d3.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:16	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:05:16%20GMT	https://backend-codered.eccouncil.org/admin/fonts/fa-regular-400.woff2?6a9d786e67d54419d8629081fbb555d6	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-regular-400434a.woff2	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:16	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:05:16%20GMT	https://backend-codered.eccouncil.org/admin/fonts/fa-regular-400.woff?72f15fa766bc05a4b3ecaa8579763f85	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-regular-400.1f389c.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:36	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:05:36%20GMT	https://backend-codered.eccouncil.org/admin/fonts/fa-regular-400.ttf?fcb220ee57704c9c80680153bada946c	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-regular-400c47c.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:37	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:05:37%20GMT	https://backend-codered.eccouncil.org/admin/fonts/fa-regular-400.svg?304f31f4585cf09768f9d4d69574d2d6	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-regular-400.21687b.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:37	186512/186512	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-2d890%22	https://backend-codered.eccouncil.org/admin/fonts/fa-solid-900.eot?9a52a4e971938c52d6c541b9bf3dc2ec	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-solid-900e4aa.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:39	186512/186512	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-2d890%22	https://backend-codered.eccouncil.org/admin/fonts/fa-solid-900.eot?9a52a4e971938c52d6c541b9bf3dc2ec?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-solid-9005d2c.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:40	74320/74320	---M--	200	added ('OK')	font/woff2	etag:%226231ac85-12250%22	https://backend-codered.eccouncil.org/admin/fonts/fa-solid-900.woff2?3638e62ea50e6f5859b6a15276c25c87	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-solid-900e89b.woff2	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:40	96248/96248	---M--	200	added ('OK')	font/woff	etag:%226231ac85-177f8%22	https://backend-codered.eccouncil.org/admin/fonts/fa-solid-900.woff?9c73abbdbd6492778680163269b68345	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-solid-9008194.woff	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:05:42	186228/186228	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-2d774%22	https://backend-codered.eccouncil.org/admin/fonts/fa-solid-900.ttf?20c189aa192501e4ec907d5f84e8fbb1	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-solid-9002d78.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:01	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:06:01%20GMT	https://backend-codered.eccouncil.org/admin/fonts/fa-solid-900.svg?c8ea4c79af12c22b2b6073999137156c	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/fa-solid-9004a91.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:02	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:06:02%20GMT	https://backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.eot?59860d9ae9f90760cfd799045dbed54a	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.28680c.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:02	515524/515524	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-7ddc4%22	https://backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.eot?59860d9ae9f90760cfd799045dbed54a?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont4592.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:04	182496/182496	---M--	200	added ('OK')	font/woff2	etag:%226231ac85-2c8e0%22	https://backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.woff2?a57de8f637ace1ee9a1fd56d28c1c8ce	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont8984.woff2	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:06	248460/248460	---M--	200	added ('OK')	font/woff	etag:%226231ac85-3ca8c%22	https://backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.woff?da1033342b6da4440dc7ee3646ca9a60	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfontb513.woff	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:06	515304/515304	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-7dce8%22	https://backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.ttf?5a293a273bee8d740a045d9922b9a9ae	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont016f.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:25	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:06:25%20GMT	https://backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.svg?40cd6e2c274fae87190a1c094df6a519	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/materialdesignicons-webfont.2d5ca5.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:26	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:06:26%20GMT	https://backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.eot?dacd16c9a3d2cb61b472a35979015bf3	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.2e248b.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:45	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:06:45%20GMT	https://backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.eot?dacd16c9a3d2cb61b472a35979015bf3?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Simple-Line-Iconsa315.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:45	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:06:45%20GMT	https://backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.ttf?b2892aa62b0fb2c21c8d7700e2ef6e56	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.302fa5.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:47	26384/26384	---M--	200	added ('OK')	font/woff2	etag:%226231ac85-6710%22	https://backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.woff2?6ac7320f709ffd2784b4a861e5b60395	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons2cc8.woff2	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:48	53444/53444	---M--	200	added ('OK')	font/woff	etag:%226231ac85-d0c4%22	https://backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.woff?0bbfc705e37a927ce2ae72b749b3154d	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons393a.woff	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:49	197492/197492	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226231ac85-30374%22	https://backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons.svg?00ce23caac2c875bcc6db8e4afe5c532	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Simple-Line-Icons0587.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:06:50	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-1339c%22	https://backend-codered.eccouncil.org/admin/fonts/themify.eot?2c454669bdf3aebf32a1bd8ac1e0d2d6	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/themifyf6cb.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:09	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:07:09%20GMT	https://backend-codered.eccouncil.org/admin/fonts/themify.eot?2c454669bdf3aebf32a1bd8ac1e0d2d6?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/themify19d1.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:10	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:07:10%20GMT	https://backend-codered.eccouncil.org/admin/fonts/themify.woff?a1ecc3b826d01251edddf29c3e4e1e97	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/themify.36a000.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:10	78584/78584	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-132f8%22	https://backend-codered.eccouncil.org/admin/fonts/themify.ttf?e23a7dcaefbde4e74e263247aa42ecd7	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/themify10a7.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:30	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:07:30%20GMT	https://backend-codered.eccouncil.org/admin/fonts/themify.svg?9c8e96ecc7fa01e6ebcd196495ed2db5	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/themify15ac.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:30	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:07:30%20GMT	https://backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.eot?4b658767da6bd92ce2addb3ce512784d	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.390128.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:32	99774/99774	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226231ac85-185be%22	https://backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.eot?4b658767da6bd92ce2addb3ce512784d?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont2c41.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:51	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:07:51%20GMT	https://backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.woff2?1cd48d78f06d33973d9d761d426e69bf	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.3bb3bb.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:52	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:07:52%20GMT	https://backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.woff?8cac70ebda3f23ce472110d9f21e8593	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.3c012f.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:52	99564/99564	---M--	200	added ('OK')	application/octet-stream	etag:%226231ac85-184ec%22	https://backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.ttf?4618f0de2a818e7ad3fe880e0b74d04a	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont047e.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:54	184969/184969	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226231ac85-2d289%22	https://backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfont.svg?ecaf8b481729b18f6a8494d9f691cdae	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/weathericons-regular-webfontb6aa.svg	(from https://backend-codered.eccouncil.org/admin/assets/css/icons.min.css)
22:07:56	168260/168260	---M--	200	added ('OK')	application/octet-stream	etag:%226419c0c4-29144%22	https://backend-codered.eccouncil.org/admin/fonts/Roboto-Regular.ttf	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Roboto-Regular.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:07:56	167000/167000	---M--	200	added ('OK')	application/octet-stream	etag:%226419c0c4-28c58%22	https://backend-codered.eccouncil.org/admin/fonts/Roboto-Light.ttf	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Roboto-Light.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:08:15	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:08:15%20GMT	https://backend-codered.eccouncil.org/admin/fonts/Roboto-Medium.ttf	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Roboto-Medium.41.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:08:16	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:08:16%20GMT	https://backend-codered.eccouncil.org/admin/fonts/Roboto-Bold.ttf	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Roboto-Bold.42.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:08:35	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:08:35%20GMT	https://backend-codered.eccouncil.org/admin/fonts/Roboto-Black.ttf	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/Roboto-Black.ttf	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:08:35	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:08:35%20GMT	https://backend-codered.eccouncil.org/admin/fonts/footable.eot?91c343856c56695b45993db2e1575519	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/footable.443cff.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:08:55	7601/7601	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:08:55%20GMT	https://backend-codered.eccouncil.org/admin/fonts/footable.eot?91c343856c56695b45993db2e1575519?	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/footablecbdd.eot	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
22:08:56	7598/7598	---MC-	522	error ('Unknown%20error')	text/html	date:Mon,%2016%20Sep%202024%2005:08:56%20GMT	https://backend-codered.eccouncil.org/admin/fonts/footable.woff?634513dc791352157f12cb0a5ed8782b	/home/kat/Desktop/WebsiteClone/backend-codered.eccouncil.org/admin/fonts/footable.4688b8.delayed	(from https://backend-codered.eccouncil.org/admin/assets/css/app.min.css?v=.01)
